,movieId,userId,tag,timestamp,Date,Month_Year
89907,97752,1741,adapted from:book,1351184730,2012-10-25 17:05:30,10/2012
89910,97938,1741,adapted from:book,1352735342,2012-11-12 15:49:02,11/2012
89915,98809,1741,adapted from:book,1355343294,2012-12-12 20:14:54,12/2012
89935,106489,1741,adapted from:book,1385520857,2013-11-27 02:54:17,11/2013
89937,106489,1741,not true to the book,1403894697,2014-06-27 18:44:57,06/2014
90101,3793,52437,comic book,1247555063,2009-07-14 07:04:23,07/2009
92838,105,26855,Based on a Book,1370150369,2013-06-02 05:19:29,06/2013
92937,592,26855,Comic Book,1371094135,2013-06-13 03:28:55,06/2013
93257,2616,26855,Comic Book,1371094250,2013-06-13 03:30:50,06/2013
93448,5349,26855,Comic Book,1371093959,2013-06-13 03:25:59,06/2013
93493,8636,26855,Comic Book,1371094000,2013-06-13 03:26:40,06/2013
93527,48997,26855,Based On A Book,1368250097,2013-05-11 05:28:17,05/2013
93539,52722,26855,Comic Book,1371094075,2013-06-13 03:27:55,06/2013
93557,60040,26855,Comic Book,1371093843,2013-06-13 03:24:03,06/2013
93574,91529,26855,Comic Book,1371093784,2013-06-13 03:23:04,06/2013
93576,95510,26855,Comic Book,1369181206,2013-05-22 00:06:46,05/2013
93864,55247,131910,based on a book,1314392884,2011-08-26 21:08:04,08/2011
93916,46,9197,based on a book,1308558125,2011-06-20 08:22:05,06/2011
94340,2729,9197,based on a book,1137103878,2006-01-12 22:11:18,01/2006
94471,4246,9197,adapted from:book,1305949771,2011-05-21 03:49:31,05/2011
94810,3793,90097,comic book,1336144392,2012-05-04 15:13:12,05/2012
94857,6947,90097,based on a book,1336147497,2012-05-04 16:04:57,05/2012
